epoch_idx	precision@20	recall@20	ndcg@20
0.0	0.13382838549639525	0.2676567709927905	0.23339023716191665
1.0	0.1342684295688263	0.2685368591376526	0.23231131237452063
2.0	0.13613861646785988	0.27227723293571976	0.23547087920025958
3.0	0.13597360000063483	0.27194720000126965	0.2360577436564363
4.0	0.1349284955565751	0.2698569911131502	0.23415417816441894
5.0	0.13525852871232957	0.27051705742465915	0.23447692535163245
6.0	0.1358085837014372	0.2716171674028744	0.2349980786338636
7.0	0.13608361119599102	0.27216722239198204	0.23709155137420634
8.0	0.1351485175333663	0.2702970350667326	0.23601680552260518
9.0	0.13514851758664329	0.27029703517328657	0.23597569617250197
10.0	0.13569857260443852	0.27139714520887703	0.23590107451598052
11.0	0.13459846260163388	0.26919692520326777	0.23511568918866874
12.0	0.1348184845251481	0.2696369690502962	0.23527569892210973
13.0	0.1353685395060593	0.2707370790121186	0.23817785742568895
14.0	0.13635863852661567	0.27271727705323134	0.23913945159143254
15.0	0.13558856152383278	0.27117712304766556	0.23970190340792108
16.0	0.13536853954294334	0.2707370790858867	0.24076359234328748
17.0	0.13602860548970985	0.2720572109794197	0.24229241852868516
18.0	0.13586358896920783	0.27172717793841566	0.2412721016532762
19.0	0.13679868259085023	0.27359736518170047	0.2419180010867071
20.0	0.13641364410585172	0.27282728821170343	0.2417705762483203
21.0	0.1364136440730659	0.2728272881461318	0.24243280481618848
22.0	0.13630363305393356	0.2726072661078671	0.24213978306190842
23.0	0.13668867155122677	0.27337734310245354	0.2426191421743078
24.0	0.13635863857989264	0.2727172771597853	0.24168954254776354
25.0	0.13685368803484474	0.2737073760696895	0.24248695487528918
26.0	0.13729373204580234	0.27458746409160467	0.24350601887828305
27.0	0.13685368801845182	0.27370737603690365	0.24297779054597912
28.0	0.1364686495211586	0.2729372990423172	0.2428258472345421
29.0	0.13635863848563337	0.27271727697126674	0.24299312515208205
30.0	0.13723872647476276	0.2744774529495255	0.24324684908779975
31.0	0.13778878149665622	0.27557756299331243	0.2440778574803395
32.0	0.13795379800076532	0.27590759600153064	0.24395817555443988
33.0	0.137788781492558	0.275577562985116	0.24383614898020647
34.0	0.13811881451307087	0.27623762902614174	0.2440510853434693
35.0	0.1380638090280941	0.2761276180561882	0.24374018057764868
36.0	0.1382288255199085	0.276457651039817	0.24436754051660506
37.0	0.13756875947888272	0.27513751895776545	0.24440846587280612
38.0	0.13795379796388127	0.27590759592776254	0.24552437459098286
39.0	0.13828383096800123	0.27656766193600246	0.24597945218922318
40.0	0.13883388599399293	0.27766777198798587	0.24662485084983088
41.0	0.13987899046264204	0.2797579809252841	0.24848053549936988
42.0	0.13932893547763264	0.2786578709552653	0.24836604074153734
43.0	0.13932893551041847	0.27865787102083694	0.24891098745028092
44.0	0.13932893549812378	0.27865787099624756	0.24925906261625042
45.0	0.13921892448718792	0.27843784897437585	0.2486787204747189
46.0	0.1392739299721647	0.2785478599443294	0.24830856944840352
47.0	0.1397689794680991	0.2795379589361982	0.2492019301951325
48.0	0.139713973995417	0.279427947990834	0.24940450498151098
49.0	0.13976897956235837	0.27953795912471674	0.24960451613523033
50.0	0.13982398503913868	0.27964797007827735	0.24907494967781177
51.0	0.13965896852683313	0.27931793705366625	0.24918752106753528
52.0	0.13971397404459573	0.27942794808919147	0.24890868082565684
53.0	0.1397139740937745	0.279427948187549	0.2486231962203859
54.0	0.1392739300418346	0.2785478600836692	0.24870192375730402
55.0	0.1390539080650434	0.2781078161300868	0.24859675421021138
56.0	0.13960396304185635	0.2792079260837127	0.2491363164741172
57.0	0.13949395207600102	0.27898790415200203	0.25004972898356304
58.0	0.1397139740814798	0.2794279481629596	0.2505330927225848
59.0	0.13954895754048666	0.2790979150809733	0.24947933331310637
60.0	0.13993399605007456	0.2798679921001491	0.24979546681860698
61.0	0.14042904562797354	0.2808580912559471	0.2503457401771111
62.0	0.14015401808424097	0.28030803616848193	0.24995556604656996
63.0	0.1401540180350622	0.2803080360701244	0.2496630078995898
64.0	0.14042904558699124	0.28085809117398247	0.24985194597573077
65.0	0.14004400704871572	0.28008801409743145	0.24949224826861413
66.0	0.14020902356102127	0.28041804712204255	0.24976153661442596
67.0	0.14048405112934323	0.28096810225868646	0.25037804374706013
68.0	0.14059406209519856	0.2811881241903971	0.2514288288492274
69.0	0.14042904558699124	0.28085809117398247	0.2509036336837992
70.0	0.1401540180637498	0.2803080361274996	0.2506550487386658
71.0	0.14031903453507308	0.28063806907014616	0.25158279181580057
72.0	0.1401540180924374	0.2803080361848748	0.25125585198905404
73.0	0.13976897961973356	0.2795379592394671	0.2503967732758436
74.0	0.1404290455665001	0.2808580911330002	0.25145553747237387
75.0	0.14075907856652184	0.2815181571330437	0.25151303188882623
76.0	0.14075907859520945	0.2815181571904189	0.25158188085816513
77.0	0.14092409510341677	0.28184819020683355	0.2528071541909029
78.0	0.14103410608976324	0.2820682121795265	0.25324710344985885
79.0	0.14108911159113297	0.28217822318226593	0.2527222401287063
80.0	0.14070407311023264	0.2814081462204653	0.25122524117747336
81.0	0.14119912260616704	0.2823982452123341	0.25151400763962656
82.0	0.14169417207751206	0.2833883441550241	0.25237251729759486
83.0	0.141804183072055	0.28360836614411	0.2531013433576656
84.0	0.14119912261026527	0.28239824522053053	0.2519640414836773
85.0	0.14152915558979587	0.28305831117959174	0.2520106094841995
86.0	0.1416391666089282	0.2832783332178564	0.25179572538883876
87.0	0.1419141941321696	0.2838283882643392	0.251798068310997
88.0	0.1420792106198858	0.2841584212397716	0.2516063323292561
89.0	0.1416391666212229	0.2832783332424458	0.2513014648429864
90.0	0.1416941721143961	0.2833883442287922	0.2513946988343736
91.0	0.14163916662941933	0.28327833325883867	0.2506529215318953
92.0	0.14152915563077817	0.28305831126155634	0.250495132075343
93.0	0.14163916663351755	0.2832783332670351	0.25071199113905535
94.0	0.14207921063218049	0.28415842126436097	0.251118017745067
95.0	0.1416941721143961	0.2833883442287922	0.25066044053294717
96.0	0.1423542381103414	0.2847084762206828	0.25160506666385624
97.0	0.142464249117179	0.284928498234358	0.25195146874074803
98.0	0.14268427112675605	0.2853685422535121	0.2515088040270424
99.0	0.14174917757478353	0.28349835514956706	0.2507476022683118
100.0	0.14158416109936203	0.28316832219872407	0.24988542607647543
101.0	0.1411441170433239	0.2822882340866478	0.24934762445966274
102.0	0.1414741500515421	0.2829483001030842	0.2496426033464989
103.0	0.1410891116116241	0.2821782232232482	0.24934545790722795
104.0	0.1407040730897415	0.281408146179483	0.24903415638561224
105.0	0.14086908961434175	0.2817381792286835	0.24977609408523407
106.0	0.14136413911027615	0.2827282782205523	0.2505338289218266
107.0	0.1418041830597603	0.2836083661195206	0.2505484765951937
108.0	0.14213421606797852	0.28426843213595704	0.2511055518443957
109.0	0.14136413908568676	0.2827282781713735	0.24946175009319993
110.0	0.1410341060651739	0.2820682121303478	0.2487009800962212
111.0	0.1410341060815668	0.2820682121631336	0.2502473143287352
112.0	0.1410891115993294	0.2821782231986588	0.24999814743784712
113.0	0.1414741501048191	0.2829483002096382	0.2505893702705526
114.0	0.1411441170433239	0.2822882340866478	0.24950379121325997
115.0	0.14086908964302935	0.2817381792860587	0.24921125877826553
116.0	0.1419141941444643	0.2838283882889286	0.25132488081744336
117.0	0.14218922161852698	0.28437844323705397	0.2512628185114458
118.0	0.14141914468131575	0.2828382893626315	0.25124920267804346
118.0	0.14141914468131575	0.2828382893626315	0.25124920267804346
