epoch_idx	precision@10	recall@10	ndcg@10	precision@20	recall@20	ndcg@20
0.0	0.003312629448947946	0.003312629448947946	0.003916917475258812	0.002484472094423776	0.004968944188847552	0.004840835059365408
1.0	0.003312629448947946	0.003312629448947946	0.0036421354997959073	0.0026915114349830224	0.005383022869966045	0.0047915313156077595
2.0	0.0024844720867109593	0.0024844720867109593	0.0024837941279606045	0.0028985507678294525	0.005797101535658905	0.00430828681222077
3.0	0.003105590108388699	0.003105590108388699	0.003227409756583541	0.003105590108388699	0.006211180216777398	0.004960910476831192
4.0	0.003105590108388699	0.003105590108388699	0.003303526508596693	0.0033126294566607623	0.0066252589133215245	0.00524152940384072
5.0	0.003105590108388699	0.003105590108388699	0.003417824656122338	0.003623188459786816	0.007246376919573632	0.0056862198562363355
6.0	0.003312629448947946	0.003312629448947946	0.0036677105555451626	0.0037267081300664394	0.007453416260132879	0.00594548660129617
7.0	0.003519668789507193	0.003519668789507193	0.0038328118408045416	0.0038302278003460627	0.007660455600692125	0.006106445550788961
8.0	0.003519668789507193	0.003519668789507193	0.003892473457211404	0.003933747470625686	0.007867494941251371	0.006280716369242661
9.0	0.003519668789507193	0.003519668789507193	0.003899051093820904	0.004140786818897749	0.008281573637795497	0.006514374798560936
10.0	0.004140786811184932	0.004140786811184932	0.004393604187534034	0.004140786818897749	0.008281573637795497	0.006656983281388739
11.0	0.004140786811184932	0.004140786811184932	0.004405634071049201	0.004140786818897749	0.008281573637795497	0.006677117603667576
12.0	0.004140786811184932	0.004140786811184932	0.004442675383750912	0.004140786818897749	0.008281573637795497	0.006730036602990423
13.0	0.004140786811184932	0.004140786811184932	0.004429080900483789	0.004244306489177372	0.008488612978354744	0.006840460688949974
14.0	0.004140786811184932	0.004140786811184932	0.00447074793436173	0.004244306489177372	0.008488612978354744	0.006898605719774768
15.0	0.004140786811184932	0.004140786811184932	0.004499062290599807	0.004244306489177372	0.008488612978354744	0.006924273516026433
16.0	0.003933747470625686	0.003933747470625686	0.0043777653106419675	0.004347826159456995	0.00869565231891399	0.007032973768031481
17.0	0.003933747470625686	0.003933747470625686	0.004542770556782384	0.004451345829736619	0.008902691659473237	0.007308822676001228
18.0	0.004140786811184932	0.004140786811184932	0.004745853893719363	0.004451345829736619	0.008902691659473237	0.007395029044164099
19.0	0.004347826151744179	0.004347826151744179	0.004897746071978908	0.004865424510855112	0.009730849021710224	0.007851182446812042
20.0	0.004347826151744179	0.004347826151744179	0.00489887146168274	0.004865424510855112	0.009730849021710224	0.007864926954433405
21.0	0.004554865492303425	0.004554865492303425	0.005057138611598413	0.004865424510855112	0.009730849021710224	0.007914205567289546
22.0	0.004761904832862672	0.004761904832862672	0.005178942286764895	0.0047619048405754885	0.009523809681150977	0.007826659626198721
23.0	0.004554865492303425	0.004554865492303425	0.0050589058763037395	0.0047619048405754885	0.009523809681150977	0.007832133651829443
24.0	0.004761904832862672	0.004761904832862672	0.005381255547609367	0.004865424510855112	0.009730849021710224	0.008139360944307714
25.0	0.004968944173421919	0.004968944173421919	0.005504463362912563	0.004968944181134735	0.00993788836226947	0.008255258126937988
26.0	0.0055900621950996585	0.0055900621950996585	0.005926003287829178	0.005175983521693982	0.010351967043387963	0.008521021265977242
27.0	0.005383022854540412	0.005383022854540412	0.00585135803412019	0.005175983521693982	0.010351967043387963	0.008588797008330878
28.0	0.0055900621950996585	0.0055900621950996585	0.005988418930740801	0.005279503191973605	0.01055900638394721	0.008706252257105185
29.0	0.005797101535658905	0.005797101535658905	0.00614811534071352	0.005072463851414358	0.010144927702828717	0.008533959969511302
30.0	0.006004140876218152	0.006004140876218152	0.0062694123206713595	0.005383022862253228	0.010766045724506457	0.008860014128940632
31.0	0.006004140876218152	0.006004140876218152	0.0062507336578028145	0.005486542532532852	0.010973085065065703	0.008938636445159211
32.0	0.006418219557336646	0.006418219557336646	0.006613285250464939	0.006211180224490215	0.01242236044898043	0.009842541648322949
33.0	0.006211180216777398	0.006211180216777398	0.006530258150635502	0.006211180224490215	0.01242236044898043	0.009894491306560142
34.0	0.006211180216777398	0.006211180216777398	0.006526716739075191	0.006211180224490215	0.01242236044898043	0.009905685715978782
35.0	0.006418219557336646	0.006418219557336646	0.006803896849162214	0.006004140883930968	0.012008281767861936	0.009872879878419092
36.0	0.006625258897895892	0.006625258897895892	0.007071947834095282	0.006211180224490215	0.01242236044898043	0.010243129951555175
37.0	0.007039337579014386	0.007039337579014386	0.007325880715036847	0.006728778575888331	0.013457557151776663	0.01081434029590907
38.0	0.006832298238455139	0.006832298238455139	0.007307725672892683	0.006521739235329085	0.01304347847065817	0.010730606238525514
39.0	0.007246376919573632	0.007246376919573632	0.007685225452675394	0.0071428572570068245	0.014285714514013649	0.011501390426997774
40.0	0.007660455600692125	0.007660455600692125	0.007866768769142276	0.006832298246167955	0.01366459649233591	0.011125674812019237
41.0	0.007867494941251371	0.007867494941251371	0.00831366409368861	0.007246376927286448	0.014492753854572896	0.01188026581256991
42.0	0.008902691644047604	0.008902691644047604	0.009192883643271758	0.008488612978354744	0.016977225956709488	0.013554486248341277
43.0	0.008488612962929111	0.008488612962929111	0.009099055194444854	0.007556935945838134	0.015113871891676268	0.012771143393701577
44.0	0.008488612962929111	0.008488612962929111	0.009302224947122548	0.008178053967515874	0.016356107935031748	0.013575789758722612
45.0	0.008488612962929111	0.008488612962929111	0.009275411153587454	0.007867494956677004	0.01573498991335401	0.01320322750624813
46.0	0.007867494941251371	0.007867494941251371	0.0086969513204468	0.007349896597566071	0.014699793195132142	0.012480510737101888
47.0	0.008281573622369864	0.008281573622369864	0.009355571858995628	0.00807453429723625	0.0161490685944725	0.013673580649186242
48.0	0.008488612962929111	0.008488612962929111	0.009380246148698337	0.008385093292649488	0.016770186585298975	0.013920824619449702
49.0	0.008902691644047604	0.008902691644047604	0.0097438718296166	0.008178053967515874	0.016356107935031748	0.0138297171871024
50.0	0.008902691644047604	0.008902691644047604	0.009814437939834799	0.008074534289523434	0.01614906857904687	0.013807048887834274
51.0	0.009316770325166097	0.009316770325166097	0.010086043249923158	0.008281573630082681	0.016563147260165362	0.014093754840792776
52.0	0.009523809665725344	0.009523809665725344	0.010588121105004398	0.009006211322040044	0.018012422644080088	0.015260765514772862
53.0	0.009316770325166097	0.009316770325166097	0.010103339011446721	0.008281573630082681	0.016563147260165362	0.014099058082693822
54.0	0.00973084900628459	0.00973084900628459	0.010184160229441823	0.008074534289523434	0.01614906857904687	0.013720365860356751
55.0	0.010351967043387963	0.010351967043387963	0.011243305381871242	0.009316770325166097	0.018633540650332195	0.015751166996912553
56.0	0.00973084900628459	0.00973084900628459	0.010729947363612581	0.008488612978354744	0.016977225956709488	0.0147033719921375
57.0	0.009316770325166097	0.009316770325166097	0.010210927294890985	0.008385093300362304	0.01677018660072461	0.014331482964270245
58.0	0.01035196702796233	0.01035196702796233	0.011215793454501532	0.008695652311201174	0.017391304622402348	0.015092211682589843
59.0	0.010559006368521577	0.010559006368521577	0.011592977481334638	0.00890269165176042	0.01780538330352084	0.01559721652312244
60.0	0.01159420307131781	0.01159420307131781	0.012553308849033168	0.01004140801712346	0.02008281603424692	0.01721682417355527
61.0	0.01159420307131781	0.01159420307131781	0.012406765612963363	0.010248447357682707	0.020496894715365414	0.01728009702710201
62.0	0.01118012440562495	0.01118012440562495	0.011609055967985693	0.00952380967343816	0.01904761934687632	0.015902658923548717
63.0	0.010973085080491336	0.010973085080491336	0.011664845306787859	0.00952380967343816	0.01904761934687632	0.016080334676545165
64.0	0.01076604573993209	0.01076604573993209	0.011866741189295054	0.00952380967343816	0.01904761934687632	0.016483521669209855
65.0	0.011801242442728323	0.011801242442728323	0.01255569916035075	0.010248447365395524	0.020496894730791047	0.017336246903014968
66.0	0.011594203086743443	0.011594203086743443	0.012478616053074437	0.010559006376234394	0.021118012752468787	0.017751431338941238
67.0	0.011387163746184197	0.011387163746184197	0.012555584227192114	0.00983436868427703	0.01966873736855406	0.017145140029223793
68.0	0.010766045724506457	0.010766045724506457	0.012210816917134704	0.010455486698241954	0.020910973396483908	0.017870218236379364
69.0	0.01242236044898043	0.01242236044898043	0.013276065878199418	0.010869565387073264	0.021739130774146527	0.01839391895359123
70.0	0.012215321108421183	0.012215321108421183	0.013120703171037671	0.010766045709080824	0.021532091418161647	0.018235305842555907
71.0	0.012629399789539676	0.012629399789539676	0.013593454628259007	0.010766045709080824	0.021532091418161647	0.01848354542837734
72.0	0.012008281767861936	0.012008281767861936	0.013353147107404342	0.010041408024836277	0.020082816049672554	0.017868630350873934
73.0	0.01180124242730269	0.01180124242730269	0.013197262457848956	0.010869565379360447	0.021739130758720894	0.01870052036763907
74.0	0.012008281767861936	0.012008281767861936	0.013446388031550594	0.010559006376234394	0.021118012752468787	0.018532361707241825
75.0	0.01304347847065817	0.01304347847065817	0.01446298537060397	0.01138716373847138	0.02277432747694276	0.019827784303578823
76.0	0.012836439145524556	0.012836439145524556	0.014397871123844129	0.01149068341646382	0.02298136683292764	0.020049484508246906
