epoch_idx	precision@10	recall@10	ndcg@10	precision@20	recall@20	ndcg@20
0.0	0.01718377115689485	0.01718377115689485	0.021331911446047402	0.013007160116138209	0.026014320232276417	0.02623894643797878
1.0	0.01980906952537045	0.01980906952537045	0.025037589471317595	0.01575179026419906	0.03150358052839812	0.0314948795554777
2.0	0.022673031399671105	0.022673031399671105	0.027887254505269014	0.01825775689754395	0.0365155137950879	0.03552676568523584
3.0	0.02601432025005823	0.02601432025005823	0.031671018447883705	0.02076372353977975	0.0415274470795595	0.04017741393911196
4.0	0.029594272588488596	0.029594272588488596	0.03569124429596373	0.023389021917146258	0.046778043834292515	0.0450755382007956
5.0	0.031503580492834485	0.031503580492834485	0.03847326901484092	0.026372315526577626	0.05274463105315525	0.050137067992935755
6.0	0.03365155188522362	0.03365155188522362	0.04183824445702773	0.028281623430923518	0.056563246861847036	0.054546015714701385
7.0	0.03794749468778369	0.03794749468778369	0.0470312457435991	0.030668258311355882	0.061336516622711765	0.059907963198222745
8.0	0.04200477400230053	0.04200477400230053	0.05177314553631359	0.033054893227351875	0.06610978645470375	0.06502804675964535
9.0	0.04558472634073089	0.04558472634073089	0.056448179955797095	0.035799523393194546	0.07159904678638909	0.07075040229562887
10.0	0.04892601519111802	0.04892601519111802	0.06159796856261704	0.03997613448729663	0.07995226897459326	0.07871534548346208
11.0	0.05584725637993551	0.05584725637993551	0.0684693039767419	0.044152745545835086	0.08830549109167017	0.08651758400300578
12.0	0.06014319921805921	0.06014319921805921	0.07202392719198189	0.04618138518531169	0.09236277037062338	0.08992851621201516
13.0	0.0632458245804031	0.0632458245804031	0.07498178592437242	0.04773269786648363	0.09546539573296726	0.09301646425685088
14.0	0.0670644404068767	0.0670644404068767	0.07878081812575247	0.049761337505960235	0.09952267501192047	0.09686578441714203
15.0	0.07159904662635275	0.07159904662635275	0.08376456828076903	0.05310262638302009	0.10620525276604018	0.10293498884166145
16.0	0.07326969111378268	0.07326969111378268	0.08553544342155495	0.05453460731127951	0.10906921462255902	0.10547124469148743
17.0	0.07613365298808332	0.07613365298808332	0.08860389911663788	0.057279237423776726	0.11455847484755345	0.1099163992147711
18.0	0.07684964345221303	0.07684964345221303	0.08957989066917015	0.057279237432667635	0.11455847486533527	0.1105422635856406
19.0	0.0797136053442955	0.0797136053442955	0.09225192613575887	0.05894988188453392	0.11789976376906784	0.11345474217067092
20.0	0.08186157677224826	0.08186157677224826	0.09502903860928137	0.060859189815552536	0.12171837963110507	0.11712976818232215
21.0	0.08162291326642321	0.08162291326642321	0.09531686525529176	0.06181384377661639	0.12362768755323278	0.11860651807778466
